,Park Name,Cause of Death,DeathCategory,Intent,Outcome,Sex,Age Range,Activity,date,latlong,latitude,longitude,Weather
3558,National Mall & Memorial Parks,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,65+,Not Reported,2021-01-16,"38.8854281,-77.0414734922376",38.8854281,-77.0414734922376,
3559,Harpers Ferry National Historical Park,Falling tree/branch,Environmental,Unintentional,Fatal Injury,Female,25-34,Other,2021-01-17,"39.32594225,-77.76880515315582",39.32594225,-77.76880515315582,
3560,Harpers Ferry National Historical Park,Falling tree/branch,Environmental,Unintentional,Fatal Injury,Female,25-34,Other,2021-01-17,"39.32594225,-77.76880515315582",39.32594225,-77.76880515315582,
3561,Cape Hatteras National Seashore,Suicide,Suicide,Intentional,Fatal Injury,Female,35-44,Suicide,2021-01-18,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
3562,Cape Hatteras National Seashore,Suicide,Suicide,Intentional,Fatal Injury,Female,35-44,Suicide,2021-01-18,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
3563,Lake Mead National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,,Suicide,2021-01-19,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3564,Golden Gate National Recreation Area,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Sitting,2021-01-21,"37.8499275,-122.5177518",37.8499275,-122.5177518,
3565,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-01-21,"37.89673105,-81.0429734293038",37.89673105,-81.0429734293038,
3566,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving,2021-01-25,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3567,Manassas National Battlefield Park,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2021-01-26,"38.822332599999996,-77.53062035372733",38.8223326,-77.53062035372733,
3568,Kennesaw Mountain National Battlefield Park,Suicide,Suicide,Intentional,Fatal Injury,Female,15-24,Suicide,2021-01-29,"33.94943525,-84.59698555352053",33.94943525,-84.59698555352053,
3569,Saint Croix National Scenic Riverway,Suicide,Suicide,Intentional,Fatal Injury,Female,45-54,Suicide,2021-01-29,"46.08046265,-92.22285925163422",46.08046265,-92.22285925163422,
3570,Death Valley National Park,Fall,Fall,Unintentional,Fatal Injury,Male,,Canyoneering,2021-01-30,"36.4702428,-117.08839086763231",36.4702428,-117.08839086763231,
3571,Grand Canyon National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-02-02,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
3572,Wrangell - St Elias National Park & Reserve,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,35-44,Flying,2021-02-04,"61.18090445,-143.8276359994633",61.18090445,-143.8276359994633,
3573,Wrangell - St Elias National Park & Reserve,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,45-54,Flying,2021-02-04,"61.18090445,-143.8276359994633",61.18090445,-143.8276359994633,
3574,National Capital Parks-East,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,35-44,Not Reported,2021-02-04,"None,None",,,
3575,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2021-02-08,"37.89673105,-81.0429734293038",37.89673105,-81.0429734293038,
3576,Ozark National Scenic Riverways,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,65+,Driving,2021-02-13,"37.2398857,-91.32281045371082",37.2398857,-91.32281045371082,
3577,Gulf Islands National Seashore,Poisoning - Drugs,Poisoning,Unintentional,Fatal Injury,Male,45-54,Other,2021-02-14,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
3578,Grand Teton National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Not Reported,2021-02-14,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
3579,Clara Barton National Historic Site,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving,2021-02-15,"None,None",,,
3580,Grand Teton National Park,Avalanche,Environmental,Unintentional,Fatal Injury,Male,25-34,Snowboarding,2021-02-18,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
3581,Zion National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,35-44,Hiking,2021-02-18,"37.3247408,-113.0048035752838",37.3247408,-113.0048035752838,
3582,Grand Teton National Park,Avalanche,Environmental,Unintentional,Fatal Injury,Male,25-34,Other,2021-02-22,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
3583,Grand Teton National Park,Avalanche,Environmental,Unintentional,Fatal Injury,Male,25-34,Driving,2021-02-22,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
3584,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving,2021-02-23,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
3585,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving,2021-02-23,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
3586,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported,2021-02-24,"37.8499275,-122.5177518",37.8499275,-122.5177518,
3587,Delaware Water Gap National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2021-02-25,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
3588,Yosemite National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide,2021-02-27,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3589,Grand Canyon National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2021-02-27,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
3590,Whiskeytown National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,15-24,Not Reported,2021-03-02,"40.8272999,-122.32621187881867",40.8272999,-122.32621187881868,
3591,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-03-03,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3592,Glen Canyon National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2021-03-04,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
3593,Chattahoochee River National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2021-03-08,"34.1423643,-84.08605094224774",34.1423643,-84.08605094224774,
3594,Cuyahoga Valley National Park,Homicide,Homicide,Intentional,Fatal Injury,Male,25-34,Homicide,2021-03-09,"41.2550938,-81.53764171921739",41.2550938,-81.53764171921739,
3595,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,35-44,Walking,2021-03-09,"38.9269178,-76.9281543",38.9269178,-76.9281543,
3596,Rock Creek Park,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2021-03-12,"38.702307,-104.8390017",38.702307,-104.8390017,
3597,Canaveral National Seashore,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,55-64,Not Reported,2021-03-13,"28.888210800000003,-80.82051123947215",28.888210800000003,-80.82051123947215,
3598,Golden Gate National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2021-03-13,"37.8499275,-122.5177518",37.8499275,-122.5177518,
3599,Canaveral National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Swimming,2021-03-16,"28.888210800000003,-80.82051123947215",28.888210800000003,-80.82051123947215,
3600,Joshua Tree National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Other,2021-03-17,"33.89706715,-115.95111578868344",33.89706715,-115.95111578868344,
3601,Acadia National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Hiking,2021-03-20,"44.356311500000004,-68.21547874304889",44.3563115,-68.21547874304889,
3602,Acadia National Park,Fall,Fall,Unintentional,Fatal Injury,Female,25-34,Hiking,2021-03-20,"44.356311500000004,-68.21547874304889",44.3563115,-68.21547874304889,
3603,Natchez National Historical Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving,2021-03-21,"31.542512000000002,-91.38225119219956",31.542512,-91.38225119219956,
3604,Cape Hatteras National Seashore,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Walking,2021-03-22,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
3605,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,15-24,Driving,2021-03-22,"38.9269178,-76.9281543",38.9269178,-76.9281543,
3606,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving,2021-03-22,"38.9269178,-76.9281543",38.9269178,-76.9281543,
3607,Gulf Islands National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,55-64,Swimming,2021-03-28,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
3608,Cape Hatteras National Seashore,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Fishing,2021-03-29,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
3609,Guadalupe Mountains National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Not Reported,2021-03-29,"31.9161088,-104.90073701370508",31.9161088,-104.90073701370508,
3610,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide,2021-03-29,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3611,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide,2021-03-29,"37.89673105,-81.0429734293038",37.89673105,-81.0429734293038,
3612,Glen Canyon National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,45-54,Hiking,2021-03-29,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
3613,Not Reported,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Not Reported,2021-03-31,"None,None",,,
3614,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2021-03-31,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3615,Chattahoochee River National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Female,25-34,Suicide,2021-04-01,"34.1423643,-84.08605094224774",34.1423643,-84.08605094224774,
3616,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Walking,2021-04-07,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
3617,Death Valley National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-04-09,"36.4702428,-117.08839086763231",36.4702428,-117.08839086763231,
3618,Cape Hatteras National Seashore,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,45-54,Not Reported,2021-04-09,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
3619,Canyonlands National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Other,2021-04-12,"38.233258649999996,-109.92066271557445",38.23325865,-109.92066271557444,
3620,Great Smoky Mountains National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving,2021-04-18,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
3621,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,35-44,Hiking,2021-04-19,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
3622,Lake Mead National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving,2021-04-20,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3623,Yosemite National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,Not Reported,Suicide,2021-04-22,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3624,Prince William Forest Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,55-64,Not Reported,2021-04-24,"38.585117,-77.38838750732185",38.585117,-77.38838750732185,
3625,Chickamauga & Chattanooga National Military Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,55-64,Not Reported,2021-04-25,"34.8711497,-85.2902472",34.8711497,-85.2902472,
3626,Black Canyon Of The Gunnison National Park,Suicide,Suicide,Intentional,Fatal Injury,Not Reported,,Suicide,2021-04-25,"38.579806500000004,-107.74369704974094",38.5798065,-107.74369704974094,
3627,Black Canyon Of The Gunnison National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-04-26,"38.579806500000004,-107.74369704974094",38.5798065,-107.74369704974094,
3628,Grand Canyon National Park,Vessel Incident,Other Transportation,Unintentional,Fatal Injury,Female,55-64,Vessel Related,2021-04-26,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
3629,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Climbing,2021-04-27,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3630,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Not Reported,25-34,Climbing,2021-04-27,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3631,Delaware Water Gap National Recreation Area,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Hiking,2021-04-27,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
3632,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving,2021-04-27,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
3633,Carlsbad Caverns National Park,Poisoning - Drugs,Poisoning,Unintentional,Fatal Injury,Male,65+,Caving,2021-04-30,"32.1212489,-104.60123062979443",32.1212489,-104.60123062979444,
3634,Blue Ridge Parkway,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Driving,2021-05-02,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3635,Great Smoky Mountains National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving,2021-05-02,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
3636,Lake Mead National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving,2021-05-02,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3637,Denali National Park & Preserve,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Skiing,2021-05-03,"63.23166155,-151.04055543225257",63.23166155,-151.04055543225255,
3638,Canyonlands National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Hiking,2021-05-04,"38.233258649999996,-109.92066271557445",38.23325865,-109.92066271557444,
3639,Buffalo National River,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2021-05-04,"36.040131,-93.30984129466174",36.040131,-93.30984129466174,
3640,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Not Reported,2021-05-05,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3641,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Hiking,2021-05-05,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3642,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving,2021-05-05,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3643,George Washington Memorial Parkway,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Bicycling,2021-05-07,"38.9634363,-77.1785451",38.9634363,-77.1785451,
3644,Natchez Trace Parkway,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Camping,2021-05-07,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3645,George Washington Memorial Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving,2021-05-07,"38.9634363,-77.1785451",38.9634363,-77.1785451,
3646,Zion National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-05-11,"37.3247408,-113.0048035752838",37.3247408,-113.0048035752838,
3647,Zion National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-05-11,"37.3247408,-113.0048035752838",37.3247408,-113.0048035752838,
3648,Denali National Park & Preserve,Falling Ice,Environmental,Unintentional,Fatal Injury,Male,25-34,Climbing,2021-05-13,"63.23166155,-151.04055543225257",63.23166155,-151.04055543225255,
3649,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-05-13,"37.89673105,-81.0429734293038",37.89673105,-81.0429734293038,
3650,Glen Canyon National Recreation Area,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Diving (Land),2021-05-14,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
3651,Canaveral National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,55-64,Swimming,2021-05-16,"28.888210800000003,-80.82051123947215",28.888210800000003,-80.82051123947215,
